label,Imperial London (2),Oxford (4),ETH Zurich (7),Technical Munich (22),Trinity Dublin (75),Utrecht University (103),Dublin (118),Stockholm University (147),Northampton (1201-1400),Split (1201-1400),Hong Kong (32),Nanyang Technological  (12),Hong Kong Polytechnic  (57),Seoul National Univers (38),Universiti Malaya (58),Nazarbayev University (201),Anna University (465),Ben-Gurion the Negev (469),Anadolu University (1401+),Atma Jaya Catholic Uni (1401+),Auckland (65),Queensland (42),Otago (197),Deakin University (207),Newcastle (227),La Trobe University (233),Canterbury (261),Waikato (281),Tasmania (314),Murdoch University (423),Stanford University (3),Harvard University (5),Michigan (45),Kansas (465),Texas Tech University (731-740),MIT (1),Princeton University (24),Toronto (29),Cape Town (150),Witwatersrand (291),Auburn University (851-900),Miami University (1201-1400)
Stanford University (3),0.1695310665072533,0.1424619205990304,0.13991161516433614,0.1546646776962551,0.12078651791331062,0.14425912388562553,0.145012016557227,0.13897649296466352,0.12868814079823027,0.11268694412525608,0.08334460552796707,0.1339982061077523,0.11758808021360002,0.08475428089084736,0.07390396148071125,0.1878515972112637,0.10086144627860376,0.13669985115633784,0.11343840802225323,0.09856644737682005,0.12275709697178959,0.13610049955289222,0.10540862579293292,0.12596680254554718,0.15100153107744113,0.15401702366602502,0.11436096800138135,0.10148039972816138,0.1772523517812098,0.08145249045433708,0.9999999999999987,0.09625584401496709,0.05376231809869902,0.05877362114640071,0.08429932095225165,0.07777698585576298,0.13116715838250678,0.06385964295456396,0.059820826281306694,0.1148896900377959,0.10171359677477057,0.10290512616629613
Harvard University (5),0.14564266818006094,0.13669405752123254,0.2099213303199007,0.1492774646530396,0.12436299145339441,0.18140577973355568,0.11032535617490404,0.14531304109580523,0.13717428570708604,0.18065339563019348,0.19862424654347063,0.0993167453438102,0.10109458391990261,0.04795740084950162,0.0786605351315256,0.2593123337377425,0.19297094006727902,0.21239083499531528,0.21208184489211898,0.1438402883739527,0.11833488336154621,0.12068638597338179,0.1616260576070977,0.13119754121018132,0.1441685420677256,0.11787632404611956,0.0828182036221631,0.10280964150418206,0.20164663777358133,0.06460222414629008,0.09625584401496709,0.9999999999999994,0.08749828822696755,0.2450869725550059,0.46075512189614,0.17863569923513195,0.11990379994140969,0.2972019778220088,0.2563243573149041,0.03154841291506139,0.3872111003269427,0.10494264162687433
Michigan (45),0.08329103158430777,0.08594894594401598,0.10360666722561024,0.08316626419887543,0.06394407172921428,0.08033285272787015,0.07788526467855417,0.08472953776819943,0.06422023545420621,0.07356608639161011,0.042036704229965784,0.03991855861610098,0.04495277383050269,0.010666751485529834,0.026876039420824626,0.09429819231603093,0.07283912931617109,0.10333116069906415,0.09740889865612563,0.0439114992232427,0.043098901206481716,0.05180771813874629,0.05478061091126182,0.05714478224636143,0.06324900778894148,0.05957061244055696,0.029521760304749806,0.058269809957480934,0.08017376504282092,0.02471003821118659,0.05376231809869902,0.08749828822696755,1.0,0.09802819161266588,0.0466277801890938,0.12532064255716385,0.15232965911346463,0.10248111953875148,0.09412248476944815,0.023465796169072215,0.09954055781366732,0.040457006101280585
Kansas (465),0.06683222157825318,0.057187386848269045,0.0979633454260624,0.05559360573355441,0.05135418995160682,0.07607231197522069,0.06319058970595426,0.04691741773638911,0.07564988475787326,0.08165323104897511,0.10995461604575665,0.0488750839473138,0.08636858041218998,0.011939080998913304,0.02017716723833792,0.1095786888208798,0.09125834947204282,0.08947040290741164,0.10629938706005469,0.0784987707400026,0.051211650112963344,0.061225191677571296,0.06888046828681492,0.053195592801013075,0.07262286635017029,0.06103480317473978,0.04904183636466401,0.046955843008240065,0.08968043426906228,0.02849730440589838,0.05877362114640071,0.2450869725550059,0.09802819161266588,0.9999999999999998,0.27020404153636857,0.17922095330131954,0.05361728543551749,0.18100530905766302,0.19182212424047593,0.04756649250129763,0.2750448831172678,0.07224899944976713
Texas Tech University (731-740),0.10774233490005436,0.11013892284550186,0.14048909535020737,0.10109614881516231,0.08382935926268051,0.12284288388623439,0.07635586188141474,0.08530471092493125,0.09844001973935279,0.1411591453599031,0.24839346639037738,0.06520195108595962,0.0961585282226906,0.023959684928924963,0.05501683814122907,0.1953305195375545,0.13980435296480948,0.1592506442974672,0.18032684301365476,0.11389900752251564,0.0702726946754315,0.08027658256307918,0.1052935650943729,0.07414176632034998,0.10340316395121416,0.09021137796267162,0.07531735748250086,0.07797989745686021,0.12289957371749707,0.042058755157121444,0.08429932095225165,0.46075512189614,0.0466277801890938,0.27020404153636857,1.0000000000000002,0.12204693577273712,0.09487193040292559,0.2622337127344033,0.2743961300639736,0.03761943162690277,0.35627845420618787,0.08697794811940883
MIT (1),0.17635827643233853,0.08639579660306534,0.17494347203989516,0.16082408706714732,0.10420415789864795,0.11550788917927272,0.11333477092345867,0.12124929456120263,0.10899698225269734,0.10774369932958873,0.07758047125775328,0.10091764130565635,0.11768197028392297,0.045573333276662194,0.0734642663689465,0.1761949167010755,0.13076345227808056,0.15796014209859893,0.13281227769180645,0.07482102405399291,0.07421210097198556,0.07051548526682692,0.09123665055311121,0.09457146906232396,0.12046394374047509,0.11216174180751012,0.06389290044051354,0.06636713212531317,0.1721030889180736,0.05923731573393581,0.07777698585576298,0.17863569923513195,0.12532064255716385,0.17922095330131954,0.12204693577273712,1.0,0.16508512648865048,0.1171884317981468,0.0909155530842065,0.06912998540288175,0.14528515182968574,0.08160060194006316
Princeton University (24),0.22056738203624868,0.1568626267522061,0.18438983814819077,0.18545369435625858,0.12641503883573674,0.13994747155820092,0.16471941968299825,0.166320098630269,0.12538801952552525,0.1020177988846945,0.06844484491605755,0.14831962754310157,0.15453773836117107,0.10149266137073817,0.10315525222702586,0.18501736969168303,0.1483517207087453,0.16353617475808976,0.1355355134473398,0.10442218586866017,0.11976073278256334,0.12533166709762827,0.10133901370856557,0.12052241417635762,0.1445908203886221,0.16528528806528184,0.07475418844670795,0.08470662314395178,0.1710835422911549,0.08077148174492065,0.13116715838250678,0.11990379994140969,0.15232965911346463,0.05361728543551749,0.09487193040292559,0.16508512648865048,1.0000000000000002,0.07384646809568583,0.10025774725553545,0.10257653634970203,0.0876545852411247,0.10398935020840726
Toronto (29),0.08983146899521391,0.12383679186432839,0.1413533722062212,0.1004795305545467,0.08498887103127889,0.1201839471523265,0.08262880303631029,0.10714657380318357,0.11217773417005894,0.16200897023444114,0.16378190253456132,0.05860255409014004,0.08932019516567834,0.022070753676935253,0.049194519892950275,0.19765301485948672,0.1793038553802989,0.16553678237056244,0.20120868875782294,0.14131226528920188,0.072418469320675,0.08903932573977831,0.13082839889793865,0.08113351690781694,0.09510928296603492,0.08023235963508625,0.05128034073453748,0.08251813092214019,0.14678712360584548,0.03576680666472608,0.06385964295456396,0.2972019778220088,0.10248111953875148,0.18100530905766302,0.2622337127344033,0.1171884317981468,0.07384646809568583,1.0,0.2400330003092621,0.04865401752831011,0.22815331250793666,0.099688941087778
Cape Town (150),0.13717152572415495,0.13375192291968824,0.14308765016665334,0.11647715231492545,0.11492765052586328,0.12302630837456628,0.09501845292529054,0.12288981408969947,0.11238602588127583,0.1537657376704302,0.23399938740600282,0.08801744186255246,0.13279095439814578,0.04481432845507234,0.06558047965258765,0.18419544834435558,0.15921752477165163,0.1500722992602005,0.1965076949446271,0.11030713285493661,0.09419951845469135,0.08582887278737573,0.12360961583677503,0.08872379418940808,0.11285691882882831,0.10664136317813777,0.0904362447739968,0.1064159769389115,0.12931190346096522,0.04317258086891517,0.059820826281306694,0.2563243573149041,0.09412248476944815,0.19182212424047593,0.2743961300639736,0.0909155530842065,0.10025774725553545,0.2400330003092621,1.0,0.03973123612331043,0.23246755162083632,0.06532189204236502
Witwatersrand (291),0.13642470681793273,0.0741400686574793,0.0856611980376354,0.0665318312857549,0.07843637279639878,0.06794227586027436,0.08605090204679079,0.05652747271165374,0.07473815314171735,0.04785494107250439,0.028791142403101183,0.06891854129689454,0.06742034033810528,0.047530176775536365,0.05869968578532713,0.07769537381021155,0.05739248786369722,0.07775269732838391,0.06292390404353003,0.03272710923945168,0.07675783407726791,0.09333498997363877,0.0737644190038701,0.0716028880204706,0.07849017730168979,0.1230459670130375,0.053443349666811496,0.055722299017378844,0.08474885851865996,0.035347678081637204,0.1148896900377959,0.03154841291506139,0.023465796169072215,0.04756649250129763,0.03761943162690277,0.06912998540288175,0.10257653634970203,0.04865401752831011,0.03973123612331043,1.0000000000000004,0.061331017608442284,0.02653224917449849
Auburn University (851-900),0.132339644386594,0.13927680981243004,0.16683086069624034,0.1371637990268816,0.13099578245989962,0.14306552698731306,0.10970885388971288,0.1276140753197991,0.13975113356629512,0.16688803453685785,0.19468837285957283,0.10663383736856798,0.10793258582184531,0.038633481462993564,0.07528492594423458,0.23343126671499387,0.16318039087076788,0.18786401940599065,0.18583994668981343,0.11944608370455896,0.12533251599319975,0.1346131658123345,0.14663182321996174,0.12721703480766386,0.14223730679844682,0.1194377649393533,0.09711526026640385,0.10591759595465278,0.1539511909393376,0.06782802076074503,0.10171359677477057,0.3872111003269427,0.09954055781366732,0.2750448831172678,0.35627845420618787,0.14528515182968574,0.0876545852411247,0.22815331250793666,0.23246755162083632,0.061331017608442284,0.9999999999999993,0.12400373578977811
Miami University (1201-1400),0.17376065063087978,0.15000687716048544,0.17858824897099831,0.15616542340074863,0.17609684766608336,0.163810456206942,0.17561922697702956,0.13160279348786688,0.17037872835686335,0.14443567947207522,0.057935540821452636,0.15384322783021542,0.12172953818312478,0.08152571276357963,0.09970054336275705,0.2099725840640133,0.14795752992708114,0.17784536309149526,0.13443207235396742,0.10379084585539984,0.15822290804718506,0.16847561879190528,0.16147299183834177,0.1351620756515531,0.17835950925892502,0.15656152025110098,0.09743313942302417,0.12315655818047395,0.16876127953408518,0.08183161141357184,0.10290512616629613,0.10494264162687433,0.040457006101280585,0.07224899944976713,0.08697794811940883,0.08160060194006316,0.10398935020840726,0.099688941087778,0.06532189204236502,0.02653224917449849,0.12400373578977811,1.0000000000000002
